Index,Hogwarts_House,First_Name,Last_Name,Birthday,Best_Hand,Arithmancy,Astronomy,Herbology,Defense_Against_the_Dark_Arts,Divination,Muggle_Studies,Ancient_Runes,History_of_Magic,Transfiguration,Potions,Care_of_Magical_Creatures,Charms,Flying
262,Ravenclaw,Evangeline,Pickett,2001-07-23,1,67134.0,-487.486742696032,2.982664712031005,4.8748674269603205,6.346,401.5363393564368,619.9240551065316,2.581619045171984,1044.3223943623666,4.768353270288884,0.2498634694836199,-233.02548,-5.96
263,Slytherin,Addie,Almanza,2001-08-14,0,26460.0,-664.2350679099452,-4.243310594668147,6.6423506790994535,-3.667,-460.9448376392023,391.71578104296464,3.727776491369281,1067.5110189579193,9.266250572087944,0.8930229917012467,-245.95789,-52.72
264,Hufflepuff,Hal,Sawyers,2001-01-16,1,59027.0,231.7256198759936,5.331227844614902,-2.317256198759935,5.236,-484.6585377079544,452.2738786659336,4.5353251707137625,1042.835447223118,4.631866430302416,-0.3698323831719682,-241.75746,4.19
265,Ravenclaw,Caridad,Saldivar,1997-04-25,0,63662.0,-530.4087000788646,4.326584069346849,5.304087000788647,4.403,378.03282503086615,586.6283275784817,5.133722791762216,1045.1007837201844,6.050847523122487,-0.0953812726290053,-232.77505,-25.53
266,Ravenclaw,Federico,Mccollum,2000-09-11,0,60541.0,-585.8884287820075,8.652803988300546,5.858884287820076,5.596,731.2635152229018,615.0185584137016,4.966557842674348,1053.3071586393903,4.795919380976074,-1.4867712487857605,-227.2289,-8.7
267,Slytherin,Mohamed,Bechtel,2000-11-22,0,85107.0,-253.68572231472268,-5.600621507762419,2.536857223147228,-6.564,-101.06778778292636,490.51993745766,2.06396441924192,1013.0002087831052,7.231471450113919,0.0369037575494964,-255.02774,-25.68
268,Ravenclaw,Mirna,Hubbard,1998-02-27,1,75766.0,-561.4264046849012,6.273558082146993,5.614264046849011,5.712,802.9135713617355,640.1053702040236,4.4595060271145694,1050.9803502412603,4.778140838847683,-0.9250455121621294,-229.35427,-29.55
269,Gryffindor,Cathrine,Robey,1998-07-17,1,19066.0,638.7985824784482,-4.180734253509606,-6.387985824784483,7.63,-118.66855381990266,636.7778993933222,-2.6035196365876208,972.0783713647196,7.213115811304668,-1.6788870089825072,-247.10985,191.41
270,Ravenclaw,Christin,Curran,2000-04-27,1,40544.0,669.2621350157823,3.892077909130968,-6.692621350157823,5.185,-529.4304883443879,417.33977661893965,5.240489126428881,1050.6306147177222,7.389162455779313,-0.1614869175727828,-245.4716,13.18
271,Slytherin,Essie,Rudd,2000-10-31,0,28071.0,-691.5486866581787,-2.072789844910764,6.915486866581787,-1.614,-744.5924509003801,380.7788132118395,6.690096964797784,1045.2025846826357,8.570107495882924,-1.179742691077833,-243.07235,-56.81
272,Ravenclaw,Alisha,Paterson,1998-10-27,0,55969.0,-534.0685617345163,3.600027956810992,5.3406856173451605,5.414,477.9715095211028,631.6778901838902,2.6753030284135098,1046.6017670343338,6.144587328556758,0.8257118254873033,-231.93536,15.06
273,Slytherin,Lynwood,Maple,2000-05-23,0,82130.0,-402.10608553199575,-6.614747374329476,4.021060855319957,-3.486,-613.5016308636312,393.6624107882125,7.711014936732589,1030.122492665803,8.115482791762231,-0.948363856823849,-252.16677,-138.43
274,Ravenclaw,Bob,Christmas,1998-01-12,1,84986.0,-529.9789298810733,3.3383313827416887,5.299789298810733,5.814,615.2763060278984,674.5847422598769,6.437551882851483,1049.2888519662838,8.332726767649008,-0.6315134268950945,-231.15546,-52.89
275,Hufflepuff,Marvin,Dobbs,1997-04-20,0,60061.0,249.9337834632752,5.41732133207793,-2.499337834632752,3.916,-720.861511173595,419.20884282098433,5.443663721534241,1063.5454097561087,6.524638714109836,1.445878499137887,-243.29223,-16.5
276,Hufflepuff,Merlin,Travers,1997-06-04,1,36793.0,413.0167516417238,3.052991454734104,-4.130167516417238,6.197,-480.56541206019233,451.9062485333192,6.494351040443215,1043.8999370830345,8.25431093996793,0.0032327707187294,-241.94141,2.5
277,Gryffindor,Socorro,Shrader,1998-07-26,1,42630.0,283.7866068397185,-6.8130344570994925,-2.837866068397185,4.358,-422.53496929094575,576.2858997119117,-3.518111483882051,967.8860253264328,4.330139993545118,0.0045327550896835,-251.63444,139.18
278,Ravenclaw,Bernardo,Arce,1999-06-27,1,82681.0,-535.163742064488,3.9829154509380658,5.35163742064488,5.639,576.0822718759279,607.2877437054501,5.374844957548372,1042.578100925014,4.503203601903501,-0.5122382367523098,-232.25196,-60.48
279,Gryffindor,Ines,Bess,1999-05-23,0,39603.0,507.64321323507073,-4.284523849094794,-5.076432132350707,5.254,-562.5140156977353,610.9198813895089,-5.025782253755974,965.4106914718976,4.809941653792787,-0.2650824694340689,-251.48853,206.45
280,Gryffindor,Keven,Gore,1998-10-11,1,49462.0,389.7293771438892,-4.1147017613078365,-3.897293771438892,4.746,-751.1361604475928,621.2612330860243,-6.34973300994116,964.0600757542616,3.962343724096239,0.5328063972806351,-252.15568,219.68
281,Hufflepuff,Gina,Dooley,2001-08-07,1,63699.0,369.8154407399825,5.736038751572963,-3.6981544073998247,4.029,-599.5757650831501,387.35136663385794,1.727201669666833,1062.3882450311337,2.1131766068350992,0.0512882143447996,-245.68924,1.54
282,Gryffindor,Jefferson,Ham,2000-04-07,1,29622.0,457.055910172768,-4.323345230473416,-4.57055910172768,6.563,-689.596105655867,596.1575494575895,-5.613959843687323,945.529967217945,2.759325820362084,-0.6709955346526018,-250.57557,229.57
283,Slytherin,Zenaida,Schramm,2001-07-14,0,77425.0,-381.8708983922251,-9.563072321784126,3.818708983922252,-6.629,-300.2948486872032,416.8934281736852,5.2697460267505845,1051.3372834349227,10.506074648954272,0.3157484080923054,-255.73682,-130.32
284,Hufflepuff,Colby,Loper,2001-05-08,0,36880.0,481.7930618673,4.834819697872264,-4.817930618673,5.159,-333.104819961426,418.4577529258741,9.997830216832462,1029.712341730321,8.330518928763519,0.2810388986846031,-241.36018,-26.2
285,Ravenclaw,Freddie,Gabbard,1998-07-31,1,39665.0,-636.0225258578413,2.99395064352958,6.360225258578413,3.611,442.6418888451457,599.2351853689779,4.395795497391442,1049.5144910899803,8.130411826971022,-1.2209390454908804,-231.83223,4.33
286,Hufflepuff,Connie,Altman,1997-01-15,0,54483.0,630.4975109781776,4.805572680387328,-6.304975109781776,7.501,-433.7154556740855,389.2053009082005,4.526551209902573,1047.366542861895,2.6885702391181603,0.5301255630235352,-244.04898,-21.83
287,Ravenclaw,Shannon,Penny,1997-01-07,1,51140.0,-494.8982928881176,8.242431612780566,4.948982928881176,5.254,246.71684696703807,614.7843695441667,3.700322506092745,1033.6911609720237,5.386758233459622,0.5959131365739575,-229.91814,57.16
288,Ravenclaw,Everett,Ezell,2000-03-24,0,70213.0,-524.1473542214807,5.470065876219051,5.241473542214806,5.239,508.8091442004764,623.5680477099055,5.6166717761759655,1049.0458794630115,6.63942470116323,0.2047281999664193,-230.77422,-26.68
289,Slytherin,Ben,Winstead,1997-03-07,0,23779.0,-594.5577037927266,-4.17109495010504,5.945577037927268,-2.642,-633.2650914758867,410.0580287844673,6.121500343337202,1058.0423610469054,11.55238847063192,-0.0773774182665642,-245.01929,-50.01
290,Ravenclaw,Edgar,Lemus,2001-03-14,1,12935.0,-254.15562150222004,8.135189390635427,2.5415562150222004,6.571,554.1721713157165,565.8837789245204,4.160302101642732,1075.4402256794815,7.938022239024472,-0.0743307113093751,-227.86156,41.2
291,Hufflepuff,Alpha,Gipson,2000-04-12,1,42562.0,746.0655561705106,4.754538763199951,-7.460655561705106,6.041,-727.6095568242772,382.600311868506,2.639862003799609,1070.365622572089,5.319072895719038,0.4801130461302026,-246.56118,21.06
292,Ravenclaw,Marquita,Bowling,1997-08-30,1,52865.0,-489.4875499344749,3.0042298459448067,4.8948754993447485,5.16,446.6946029739634,625.5843833732472,4.7033299910138044,1054.899831108298,8.581514917533463,-0.1093827796078143,-231.99638,-8.39
293,Hufflepuff,Alfonzo,Lacey,2000-02-07,1,67963.0,309.0370036338124,6.381638009666908,-3.090370036338124,5.619,-574.1199946314033,430.0873281585602,2.461924846988948,1053.812376888593,2.346002939890657,1.363692950005983,-243.02315,7.54
294,Hufflepuff,Ernesto,Pitcher,2000-08-03,0,49018.0,712.9504539235962,5.9495514512439325,-7.1295045392359615,7.026,-723.3451644138519,400.6480777629913,2.8681142799928434,1063.9989414285933,4.46816911518334,-0.6294251402812115,-244.91812,24.54
295,Hufflepuff,Sammy,Steffen,1997-12-02,1,41618.0,390.6564801176275,5.294272716407911,-3.906564801176275,4.907,-490.4728401365088,386.4337750708654,4.796707487319532,1049.1901001322258,4.320063192568973,0.1844087610580604,-243.10558,-1.98
296,Hufflepuff,Francisca,Chester,1999-11-14,1,46440.0,432.2499061756282,3.17321492253707,-4.3224990617562815,6.177,-485.57315769819024,391.51052384298765,5.950994015594658,1054.707138919307,5.394657352540685,0.0544518817822843,-243.45066,-39.76
297,Ravenclaw,Irma,Putnam,2001-04-10,0,47517.0,-502.9804263582337,3.5538429670816587,5.029804263582339,4.674,310.9667815122272,598.1171573178638,5.028967672123273,1037.9325649254995,7.455259025366932,-0.3736310393153995,-232.51409,6.02
298,Hufflepuff,Armand,Bolling,1998-11-13,0,6407.0,773.4238326036854,6.079544376119992,-7.734238326036853,7.233,-393.2799378243233,391.5263350521888,5.609546807881338,1031.8274076188875,5.9663646772032966,-1.7689418332440106,-241.70486,58.73
299,Slytherin,Logan,Harlow,1997-06-06,1,60525.0,-390.87628168494336,-7.134159655543088,3.9087628168494337,-5.132,-538.9151717580609,401.3589255767004,6.838286971867928,1049.3998445014922,11.23519020456356,0.5058086022949114,-252.32607,-108.5
300,Ravenclaw,Rusty,Galbraith,2000-09-29,1,78160.0,-516.2067634777757,7.194717351592419,5.162067634777757,6.462,661.4458069571162,614.1988082242822,1.3039203361483955,1038.3507893234205,0.4549210053618338,-0.7694752384833758,-230.74615,6.01
301,Hufflepuff,Carol,Wilson,1998-12-17,1,40414.0,753.4635137796266,6.291111468943551,-7.534635137796266,3.213,-202.8091957035153,283.8696087336624,3.969302000009869,1038.47165336542,-0.1864956093873795,-1.0013995734642809,-247.97369,-17.63
302,Hufflepuff,Nelda,Day,1999-09-02,0,44387.0,681.1822459682172,2.3041025245565963,-6.811822459682173,6.665,-331.6653566733807,395.01514000869753,7.640106522211242,1043.3629971726486,6.544869462218517,0.6801837663494985,-244.73266,-48.73
303,Gryffindor,Rachael,Coyle,2000-10-14,1,56746.0,842.5382284675729,-4.049053712215319,-8.425382284675731,3.92,-772.0903291350884,626.9812130921575,-4.954942647289737,940.6669430782008,5.3114637966794245,-1.2439918999311594,-256.79912,240.85
304,Hufflepuff,Jay,Bacon,1997-11-08,0,64893.0,392.41615224906167,3.186441827865093,-3.9241615224906177,3.467,-606.4829845588422,461.2626553856917,4.232999284595883,1058.445387777596,7.769440531335538,-0.1395585404042009,-246.11037,0.78
305,Ravenclaw,Rochelle,Hefner,2000-04-13,0,96741.0,-363.2284048656066,5.648346269985304,3.6322840486560666,7.316,426.4938759772247,623.5225638723582,5.774247422850492,1026.488210802966,3.278739755752752,-0.2138519023407737,-232.4097,-46.38
306,Hufflepuff,Karyn,Taft,1997-11-18,0,55431.0,542.5036971732012,2.664776100715195,-5.425036971732012,7.103,-482.2066286068232,418.7204308752469,5.232296165824901,1053.5406788076957,5.375729723323302,0.8829501433598109,-244.34413,-33.88
307,Hufflepuff,Beatrice,Dorsey,2000-04-21,0,58738.0,550.7886502692501,5.107171079854453,-5.507886502692499,5.561,-522.6393832910219,397.7118039517038,5.102263510337769,1053.228100805416,4.471533542283377,-0.6898109476996811,-244.74356,-20.94
308,Slytherin,Scotty,Francis,1999-10-19,1,73346.0,-439.9593128776637,-3.970991204053661,4.399593128776637,-4.065,-573.7053625725603,398.5531849342448,5.051157015530851,1033.0084881149298,6.535668470483524,0.009789912356452,-250.90718,-83.18
309,Hufflepuff,Ernesto,Pike,1997-08-02,1,46773.0,472.0090214862,6.69788734413241,-4.720090214862,5.206,-768.0233696060183,415.001099890566,4.209252835228091,1062.9894638192095,6.1931747233186245,-0.60437445043786,-243.20593,26.94
310,Hufflepuff,Santo,Farley,1999-10-31,0,48745.0,625.4850371120691,2.198892130854388,-6.254850371120691,7.183,-607.6869359674475,408.25978443942927,5.67985400876672,1064.4246646433548,7.1028821575520125,-0.5777771238096029,-244.97887,-34.99
311,Ravenclaw,Nicki,Jeter,1997-09-06,0,58598.0,-351.3199643323684,7.528875287922487,3.5131996433236834,6.174,244.03262007130783,640.6980782758437,6.8321877522418815,1038.756369043973,8.727507483125986,0.1881421839375918,-229.70223,22.81
312,Ravenclaw,Daryl,Matheson,1999-03-07,0,34968.0,-219.79785200060184,7.173929700176274,2.1979785200060182,6.649,391.7650263596914,602.4187066559796,4.768165764364333,1066.6394095267624,8.74279011740227,-0.8779945557313811,-229.73251,31.88
313,Gryffindor,Vickie,Goldstein,2000-10-21,0,50332.0,738.6147903861419,-5.8126342008269845,-7.386147903861419,2.949,-761.9776127657018,601.028420609672,-5.204115373285797,916.7977635889624,3.609409658842453,0.6489782092768511,-258.2564,243.22
314,Slytherin,Penny,Allan,1999-07-28,0,59836.0,-460.11867772881067,-6.127944835001516,4.601186777288107,-6.043,-539.3570576414652,379.6486936206517,4.6437010523123865,1063.857563710768,9.656303667186611,-2.143967010718875,-252.63282,-98.25
315,Ravenclaw,Titus,Griffis,2000-10-13,1,57156.0,-484.4015383871763,6.705871538358892,4.8440153838717634,6.37,606.3444925930719,623.8385689820017,4.3883342608190175,1054.1869668899208,5.868536960744133,-1.1314562787182485,-228.83366,-0.47
316,Gryffindor,Fritz,Penny,2000-01-25,1,67603.0,634.5014997987944,-6.855740092612716,-6.345014997987944,3.211,-108.57469456382528,617.5538107608605,-1.740120578093153,955.817690516378,5.799411588534659,-1.322509568722053,-255.11472,121.4
317,Slytherin,Lincoln,Crowder,2001-09-06,0,48793.0,-597.0759695877956,-4.779485887847998,5.970759695877956,-4.624,-429.00569574917824,396.237252407457,4.899247190410292,1043.5331797086824,8.131861897063853,0.1619673032224458,-248.71076,-73.72
318,Hufflepuff,Carla,Tafoya,1999-12-27,1,33198.0,587.1102682110577,5.574775411439235,-5.8711026821105765,5.614,-794.576117846254,441.5592176143104,7.786242110704107,1058.6547429467978,11.055915327327554,0.5482032833781091,-242.27244,23.07
319,Ravenclaw,Nicholas,Macpherson,1999-11-16,1,74119.0,-518.4843319735563,4.237448021857946,5.184843319735563,6.135,804.3354923566015,658.3120331638389,7.0418001420114695,1074.0953490047505,9.360647113263225,-0.2708252610310362,-228.97002,-73.25
320,Hufflepuff,Bettie,Jett,2000-07-21,0,37715.0,762.7086353490254,4.642110002526162,-7.627086353490252,7.635,-491.016570058676,413.953832355,3.956411359357904,1047.265559766112,5.027625016894244,-1.7189134223141485,-244.18449,25.85
321,Ravenclaw,Sun,Fiore,1999-07-10,0,22683.0,-452.73045841379496,5.287446756952092,4.52730458413795,4.303,269.48298415690493,546.0176495891253,4.85266640704412,1044.2530093509235,7.193326472480532,-0.2009187016657079,-231.53812,29.73
322,Slytherin,Theron,Donley,1999-07-17,0,24323.0,-646.1293234850025,-3.7173262839230734,6.461293234850025,-2.956,-579.4863393990122,397.5110469338152,9.028882200367969,1024.0817809710102,10.703095304974882,0.6965171367032202,-244.20296,-63.12
323,Gryffindor,Harry,Potter,1998-09-21,0,48680.0,553.2228659619128,-6.650035409294263,-5.532228659619129,3.665,-523.6174937574626,604.494339305627,-4.002050289055127,929.1193411592484,3.962242440369355,-2.16234658461174,-255.33072,197.44
324,Slytherin,Angelique,Lim,1997-09-22,0,30061.0,-697.2182100649942,-3.8479971524283823,6.972182100649942,-3.064,-640.5626640943366,378.0686321452762,6.334332797069872,1054.1887901778632,9.514123210982662,-0.7409402923347052,-245.11374,-73.69
325,Gryffindor,Jeremy,Littlefield,1998-03-08,0,48330.0,509.98015801708885,-7.440085182148013,-5.0998015801708885,3.52,-546.6848427925959,567.1092438808364,-3.0905618131566888,935.3347223059344,3.644899504448004,-0.2434252971477611,-255.70319,161.23
326,Ravenclaw,Debbie,Ellison,2001-10-18,1,31090.0,-561.7576774602652,5.629017184062039,5.617576774602653,4.918,430.2748297032717,587.8061616790995,5.6209592686298935,1058.2848408410523,8.526124174835445,-0.600489546851759,-228.93732,7.72
327,Hufflepuff,Rene,Cushing,1999-06-12,1,34156.0,603.9817376579277,6.0253719748078085,-6.039817376579277,3.623,-170.3276122913499,351.05527687569503,7.194717780296362,1023.3644359393028,3.694170629937207,-0.1522920233973722,-244.3345,-10.45
328,Slytherin,Cortez,Crider,1997-07-21,0,56810.0,-378.210633689953,-5.145374066186927,3.78210633689953,-7.308,-400.8647165059008,423.792627556952,1.9670423966550483,1062.431687975669,9.984563818884844,-0.3718013547832063,-253.53384,-35.96
329,Hufflepuff,Suzanne,Wood,1999-04-27,1,66820.0,368.65910441136566,7.499252621100725,-3.6865910441136585,4.528,-748.7728134234062,377.80979775736336,2.435964798700377,1069.5917241921902,2.1661376380959965,0.9290558192718282,-244.50326,-2.39
330,Slytherin,Della,Baer,1999-04-24,0,32280.0,-667.5441353029386,-1.1837491527493371,6.6754413530293855,-3.147,-553.8140153531541,385.4361324862615,3.3663798564614016,1048.8300307573634,6.408761142517685,0.9315323825321844,-244.73841,-25.12
331,Hufflepuff,Jodi,Collett,2001-10-20,0,17333.0,673.4624270627107,5.926021223903318,-6.7346242706271084,2.925,-298.5121987308118,385.2992867359632,5.957954966954419,1028.713658515917,6.715939284802044,0.2721050571632995,-244.73169,49.93
332,Hufflepuff,Wallace,Mccune,2000-06-26,1,36712.0,539.565661806701,5.246918827031601,-5.39565661806701,4.55,-520.5894983985091,439.8788953579015,3.7386209514920026,1044.8076899719506,6.6764793264601705,0.0746853346285099,-244.13598,53.73
333,Hufflepuff,Morton,Driscoll,2001-10-30,0,60468.0,339.37722657064626,6.451870362018839,-3.393772265706463,3.06,-633.52699920187,400.45995330802185,5.925805664204661,1056.174373592766,5.8156944756192015,-0.1905369758376172,-244.09869,-15.19
334,Gryffindor,Delilah,Cade,2001-03-18,0,21274.0,786.9513828347423,-4.93204934030035,-7.869513828347423,6.533,-226.24299918946252,564.6225020399143,-3.3963162589976466,941.5808131771378,3.2111026319264666,-0.07707338039319,-251.85291,194.36
335,Hufflepuff,Cecil,Mattos,1997-09-13,0,44926.0,641.7789060982134,6.005068684102984,-6.417789060982134,5.567,-803.555855890684,382.6814264919278,4.704956039586188,1071.5381862760162,6.503348248481489,0.0183456860042215,-244.86751,6.37
336,Ravenclaw,Fawn,Mcneill,1997-06-12,1,77550.0,-539.1979880438513,4.565073051968788,5.391979880438512,5.045,597.1994093956079,612.6266586543983,6.530961403141784,1043.2467711268405,6.013301788405324,0.2755943927718561,-231.49068,-57.28
337,Gryffindor,Fran,Low,2001-07-19,1,39620.0,91.14672493805624,-7.320354733922531,-0.9114672493805624,5.565,45.6434928294545,592.5766320388549,-3.1474488903863813,966.2681350316732,2.805419918712916,0.2531232824681196,-247.79105,107.0
338,Ravenclaw,Elvis,Reis,1999-08-10,1,63563.0,-599.0982941500016,6.772669880459838,5.990982941500016,4.628,690.2287357532523,593.9421501102267,3.5611036798952327,1050.0706496479618,3.595847010517621,-0.3068853517685309,-230.14143,-13.36
339,Hufflepuff,Jerome,Rosenberg,1998-12-14,0,67734.0,492.403637026018,5.353447564347258,-4.92403637026018,6.492,-581.3765601336928,435.95286520757486,5.166393686778326,1052.875711359919,4.938398597947186,0.4723139855496096,-243.4791,-17.62
340,Hufflepuff,Raymon,Novotny,1997-02-20,0,25124.0,704.4890765114412,4.706565677551335,-7.044890765114412,3.517,-194.202538799089,352.8471790196822,6.70888486199224,1028.4207203879646,5.148515137483498,-1.2636597012063049,-245.66274,1.62
341,Hufflepuff,Eve,Marroquin,1999-12-16,1,59373.0,379.4956683045156,4.217692877949372,-3.794956683045157,7.067,-613.212144226261,380.8913446622989,6.45232571770055,1063.5363284967598,4.447282274165902,-0.8588025271739921,-242.53668,-66.72
342,Ravenclaw,Desmond,Keister,1997-10-07,0,41132.0,-721.6453906095378,6.443582073001375,7.216453906095376,2.466,609.7015757672214,565.4197633193137,6.220250620657557,1051.1038326498565,6.890720056322732,-0.8783780714884379,-229.38696,-16.96
343,Ravenclaw,Abbie,Rutter,1999-12-21,0,40330.0,-834.4753351715907,3.177251700744145,8.344753351715907,1.647,560.0581753336869,578.0457427092351,7.1929278115421305,1050.4635856916318,9.196968889025706,0.8482250879842202,-230.66016,-39.4
344,Slytherin,Will,Chau,1998-10-25,0,37007.0,-419.87890478384736,-4.672220154574621,4.198789047838474,-6.051,-258.955543575826,444.9568746558168,3.1336000274658966,1046.3159124366416,10.684186361838382,-0.370927652218433,-250.03644,-11.4
345,Ravenclaw,Prince,Cardoza,1999-04-23,0,69794.0,-452.3093951688417,5.7182566670612776,4.523093951688416,5.599,370.39486010318143,600.8918322946573,4.253847390192174,1019.2671378414058,3.3399848443935007,2.7238577550101395,-232.55749,6.62
346,Hufflepuff,Merry,Martinson,2001-09-04,0,29261.0,632.6985773843139,8.361642264560599,-6.3269857738431385,2.651,-288.0294399025967,358.42320819029334,3.6724907310802646,1027.2653457734214,2.4006246999676053,1.7942872420811151,-244.96681,59.36
347,Ravenclaw,Marcella,Wakefield,1999-07-29,1,32043.0,-475.38403540675904,3.670861367388815,4.75384035406759,4.916,466.62129634422735,590.3804543513389,6.515633810269195,1069.4837178839405,10.593112918169195,0.2527774477367202,-230.27674,-19.6
348,Ravenclaw,Belle,Noe,2001-07-22,1,19443.0,-527.2283383424694,6.215314295749327,5.272283383424695,4.989,565.1270451043048,596.9545517861859,3.346715975907076,1071.8345222097046,8.399181762024714,0.7442138490833067,-228.26344,39.62
349,Ravenclaw,Maureen,Friedman,1998-03-13,0,36220.0,-520.3390056641314,3.135083196690392,5.203390056641314,4.392,695.8686512831969,610.336076700817,4.252374304526352,1058.4094784730748,8.439350723833929,0.4571947480434773,-231.03441,-0.46
350,Ravenclaw,Evangelina,Steadman,1998-01-04,1,69411.0,510.44895722371314,2.639221837586736,-5.104489572237131,5.883,-684.7986603788735,348.1352064320032,4.2184260121384165,1082.7465536756988,3.677454267334314,-1.7228379220545795,-247.15992,-82.34
351,Hufflepuff,Reinaldo,Cabrera,2000-12-02,1,58564.0,579.5921746875814,1.4988008145152083,-5.7959217468758135,6.091,-677.532328483213,407.6347584815886,6.0522698595045865,1071.9203614750406,7.9627071445638675,1.059869957201503,-246.34716,-55.35
352,Gryffindor,Isabel,Day,1999-02-11,0,54654.0,621.8990839137042,-3.4730187614651484,-6.218990839137041,5.407,-509.8138976383409,637.6826449881041,-5.047480549902853,963.767015525071,4.757360053916623,-1.1317687492740904,-252.19928,207.54
353,Ravenclaw,Marianna,Marcus,1999-11-09,1,53782.0,-524.5204760103659,2.0667174104706376,5.245204760103659,4.926,584.6989776361372,639.4244919829389,3.829748222689335,1037.7038562064683,7.27087147648885,1.5384865379920358,-232.59589,3.62
354,Gryffindor,Tad,Book,1999-01-23,0,64291.0,417.78774404433074,-5.610499111281979,-4.177877440443306,4.042,-529.2622209714003,594.3636927397704,-5.396257969664687,942.5914048609724,1.4078445433917608,-0.634336892730045,-254.57294,175.15
355,Hufflepuff,Shawn,Roe,1997-05-28,1,13760.0,680.3474656514527,4.071564892419808,-6.8034746565145285,2.848,-166.61989547545988,403.0186607094552,11.889712754042709,1015.7477689068824,11.296822857503884,1.0075144672467278,-243.35915,-4.69
356,Slytherin,Jesse,Delgado,2001-03-10,0,33334.0,-561.4634459942157,-3.173106852211011,5.614634459942157,-4.658,-561.7759880138938,397.5429087749106,4.038236979991956,1058.52316927447,9.623905392056772,0.1319442607446724,-247.51612,-34.54
357,Hufflepuff,Elissa,Little,1997-07-25,1,61581.0,452.7800616228022,4.882572882916699,-4.5278006162280215,5.498,-390.2246708469572,383.1755476596521,4.713770083373984,1046.2831789425593,2.3283639263530804,0.2143834955514136,-244.42403,-35.68
358,Slytherin,Wendy,Norris,2001-02-14,0,14156.0,-654.220529113255,-5.305059563490682,6.54220529113255,-5.438,-781.4921068864714,326.63658884603484,7.259016111299865,1089.567003501738,13.415253746947446,-1.0920337100962412,-247.43459,-99.17
359,Ravenclaw,Sallie,Leon,1997-08-30,1,35723.0,-613.2179596193963,2.4527548503171777,6.132179596193963,3.879,451.8394551620792,544.0375486694694,5.162976745509097,1056.9428511759834,7.113383907532038,0.0308807840496537,-232.27721,-33.94
360,Gryffindor,Kyle,Page,1998-03-06,1,40074.0,600.4732942864539,-5.869778897635538,-6.00473294286454,4.132,-658.6911150662166,572.7279176483212,-5.203977462263577,929.558008547847,2.4807558424003866,-2.3604195403774924,-255.57869,217.21
361,Gryffindor,Benjamin,Mcfarlane,2000-10-02,0,53021.0,640.2052369010089,-5.677365110736727,-6.402052369010089,3.688,-484.8564202753364,601.0621258458191,-5.4250395378381535,922.0285469562244,1.9914290776244803,-0.5004472106286684,-256.25905,217.11
362,Ravenclaw,Donovan,Peterman,1999-03-16,0,40228.0,-462.90809402329313,1.4451019404136582,4.629080940232932,4.702,359.58661393535124,597.7732188357452,4.830526119355904,1056.4463899823156,9.440495863343813,0.0733023765609542,-233.34423,-9.55
363,Hufflepuff,Sammie,Tyner,2001-05-08,0,46522.0,462.7314628432994,1.3289928929088228,-4.627314628432994,6.461,-562.7855291545286,444.6604652050081,4.322091661440819,1059.0399370120754,7.412219133399504,-1.7779230862778796,-244.55377,-9.35
364,Gryffindor,Kisha,Cagle,1999-04-05,0,67745.0,494.8341411728032,-4.991925108704158,-4.948341411728032,2.565,-848.9967296016632,611.0161622649158,-8.431116672589212,910.7900881234528,-0.3680215448133168,0.3112918587154987,-258.32359,260.78
365,Gryffindor,Marlys,Shepherd,1998-05-30,1,35333.0,593.7528479650521,-3.570549422972838,-5.9375284796505206,6.015,-841.0782955506917,587.5668387733423,-6.826929878408471,940.37154338606,1.8527564806336847,0.2656864925235966,-252.9919,254.65
366,Hufflepuff,Vera,Goodwin,1997-08-18,0,40847.0,435.5695809472692,3.335736204247824,-4.355695809472692,6.651,-476.4923167484759,417.6517443932835,7.400263501950008,1049.2384638071926,7.260950565575171,-0.6693829374586465,-241.89069,-31.61
367,Gryffindor,Edmund,Moseley,1998-09-14,0,45424.0,659.41027600119,-6.050627244244393,-6.594102760011902,4.007,-703.2239535554088,557.6415340028766,-4.523832704397145,929.1686627125816,2.400343765727809,0.0527467444739908,-256.66294,200.54
368,Ravenclaw,Earle,Voigt,1997-07-02,1,26818.0,-732.604264035451,3.032453200987587,7.326042640354513,2.787,706.9094088328372,608.7013851651373,4.295821493566374,1062.7909134261006,9.407522694268604,-0.216905492956424,-229.9649,4.9
369,Gryffindor,Wilton,Magana,1998-11-27,0,65467.0,239.1882792648753,-6.180161180423785,-2.3918827926487527,4.092,-499.1213697139947,632.9842851592583,-4.500631241462612,958.0481088556404,3.9634512037425313,0.146778176958873,-252.27461,159.24
370,Hufflepuff,Gary,Adam,2000-03-20,0,38905.0,604.667512797366,8.464088897532653,-6.0466751279736615,4.436,-210.64861734684445,350.3018425725158,7.355801682031196,1020.3500392458787,2.329075877047015,0.7224864448872115,-242.5815,-2.45
371,Hufflepuff,Leroy,Armijo,1997-01-01,0,27637.0,724.2101816550114,7.475348695553915,-7.242101816550115,3.797,-334.00472305169563,315.70420686755614,3.7908390171028414,1037.9727782560392,1.5245855907549326,-0.2225006050654608,-245.76833,27.57
372,Ravenclaw,Earle,Branson,1997-12-29,0,56599.0,-459.1565598742569,5.465607951061237,4.5915655987425685,4.68,540.2510638994075,584.5562213501001,6.9528548961130525,1048.303402347963,7.223151999619187,-0.5290940221642091,-230.99691,-35.69
